Protein.Group	Columns can be as numerous as you want and contain whatever you want.	As long as there is a "Protein.Group" -column, and sample columns that match the sample table exactly.	6136_sample1_replicate1	6135_sample1_replicate2	6137_sample1_replicate3	6127_sample2_replicate1	6128_sample2_replicate2	6129_sample2_replicate3	sample3_replicate1	sample3_replicate2	sample3_replicate3	these_samples_without_sample_group_will_not_be_loaded	sample_without_sample_group_2	sample_without_sample_group_3
Q8TAX9			29314.4	26071.3	33497.3	36575.4	27160.5	30281.7	31358.8	31544.3	34575.2	27744.2	28886	32837.3
Q9Y6J3			6952.58	8553.26	7814.37	5155.51	4536.56	6518.6	4853.69	4476.97	7311.27	5372.6	5656.4	4839.52
Q2M2I8			1644.85	1634.61	1799.64	2003.36	889.273	2080.41	1753.3	1859	1554.17	1712.95	1892.64	2229.53
Q8IZW8			19227.4	18922.2	19101.1	25616.2	24598	24376.3	23218	19348.7	20322.3	19483	19656.7	20740.3
Q96RP3			4085.44	4068.83	4367.9	3821.95	2861.68	4955.2	3125.16	3213.23	3607.31	3607.67	4016.6	4121.5
Q5U651			105679	110444	104659	133898	125844	127947	130428	138180	132215	130016	145563	156346
Q8NCA5			9816.59	9829.11	10038.9	6522.84	6462.33	4992.51	6380.21	5429.03	6266.33	6364.5	5958.06	6759.67
Q8WTR8			97871	73456.9	86807.2	66652.5	68078.4	66158.1	62823.4	62369.4	65937.8	59301.4	65613.4	57434.6
Q5JQC4			36341	77314.3	80369.8	32215.9	28354.6	41897.6	35333.8	37282.3	40241.1	47761.3	40578.6	41820.4
Q96GD0			2212.47	2877.88	3403.65	2003.88	3151.31	2208.42	1823.59	2392.95	2403.17	2480.84	1489.86	2026.7
Q92902			96112.3	75813	79255.2	80040.5	79659	87970.4	86618.2	81821.4	82110.6	75085.9	72719.5	68937.2
Q5VV17			2366.13		2173.1	917.217	1729.41		1726.21	1748.45	2702.35	2282.02		2454.69
Q9Y5F9			8122.47	6712.77	5633.66	4510.52	6475.66	5181.83	4549.53	5316.76	4244.34	4020.09	3408.98	4754.32
Q9UBR5				5286.44	5293.45	4329.77			4007.48			5364.11	4862.75	4396.2
A6NMZ2			17434.3	20542.8	18186.4	9990.78	12230.4	9270.45	10144.9	8953.64	11465.4	12354.3	10791.1	12876.7
P06732			55374.8	53519.9	51519.6	62779.3	60409.8	63422.5	58873.2	62991.4	68209	64332.2	66504.5	68407.4
Q9NQ75			9012.13	7306.76	7491.08	7618.45	6239.38	4560.53	4419.52	4885.63	4412.01	4512.43	4865.87	4689.22
Q99489			1371.87	1793.6	1043.92	2491.4	2569.25	2243.63	2400.18	1361.28	1605.43	1730.74	2014.73	1297.81
Q8NB59			4799.53	6100.01	5804.59	5019.94	5369.54	5535.92	3910.17	5489.81	3793.41	4093.43	3677.15	3862.73
Q13242			2046.78	3327	3156.84	1498.65	1887.91	2545.27	1832.34	1744.75	1892.41	1719.46	2154.74	1982.19
P48201			65407	68636.1	74271	53648.2	56141.7	61137.6	49705.6	51366.5	46756.6	40375.9	36848.9	37934.3
Q8NGV5			54503.8	56057.7	59642.2	40843.1	44762.5	42170.3	37205.8	36013.5	38212.7	36548.8	36665.1	35682.3
Q15286			164008	132411	146246	155853	165344	159693	157597	173395	160031	162670	168129	182166
Q8NA58				1967.57	3430.51	4595.73	1783.79	2550.09	2830.92	2374.44	2449.43	1087.02	1536.97	1510.96
Q9NZI5			1531.61	1812.57	1277.41	1443.65	1880.15	2375.28	1895.34	1548.44	1000.27	1482.78	1592.2	801.29
A8K0S8			12285.4	12957.8	12870.2	9600.22	9076.68	9851.33	9849.27	9631.99	10154.4	11133	9947.76	8436.34
Q9Y6C5			5655.38	6231.09	6029.13	6293.15	6708.13	6660.29	7181.22	6483.76	7212.85	7675.03	6940.3	7389.4
Q9BYQ5			4563.12	4629.39	3374.19	2823.89	3393.83	3384.63	3039.55	2349.42	2081.73	2911.68	2439.02	1980.4
Q5TA77			69294.4	84462.1	83123.2	99982.8	82636.5	86496.6	81414	85956.9	84993.2	91278.2	83467.6	83518.1
Q0P6D6			44295.4	47786.1	48056.2	42277.8	42334.1	36005.2	32713.8	30786.6	34755.1	32632.3	35242.1	32371
Q92831			160063	142322	145633	115852	123554	120237	110173	123015	114923	116135	111425	112233
A5X5Y0			25702.8	27617.3	21569.3	18501.7	22378.9	19584.8	26743.3	23626.2	27906.6	24165	23255.9	24178
P51955			16171.7	14860.4	13761.5	17251.3	16267	16260.4	18208.4	18002.2	17112.3	19595.7	18513.2	22314.5
P25788				6235.08		8360.1	7393.06	7892.54	6368.84	7415.24	5880.39	6150.38	7667.9	9244.26
Q9UBX0			8662.33	8295.41	8585.52	8773.95	9567.79	8465.67	7629.53	8427.32	8483.83	7155.77	7559.5	6038.15
P01768			12378.1	10888.1	8552.02	10954.9	12438	16270.3	8813.29	9259.21	7549.06	7624.03	8445.18	7112.94
P22692			49938.4	49332.5	52501	29455.8	30712.9	30203.9	28566.4	33276.9	30348.6	31549.8	32062.7	33095.6
Q9BWP8			5076.72	4259.03	5302.69	5437.29	4447.5	3464.74	4071.63	4226.09	5188.56	3649.36	5060.45	4187.05
P24001			8167.01	4222.3	4613.26	4759.3	3055.95	4637.14	2539.84	2628.03	3045.84	4015.94	3088.1	2909.21
Q9BZE7			13655.9	10010.2	12082.5	13318.6	12550.5	11741.8	11308	10950.2	10437.9	9762.02	7699.23	10361.3
P01036			5427.43	6136.05	5354.83	5595.4	5024.64	5485.81	7054.68	7246.02	8334.36	7487.61	7745.52	8098.95
P09769			10938	11132.1	10500.6			10706.8		9976.85	9857.87	11692.2	11042.5	9335.22
Q5JRX3			46713	54716	55084.1	39111.3	44958.8	32154.5	40919	44618.8	43762	44652.6	45612.7	42339.7
P08173				10545.7	7941.23	10281.7	10869.5	8992.8	6795.37	7436.75	8128.58	7828.24	8869.63	7182.95
Q9BSJ8			309058	356355	342105	289567	354487	326505	328931	322049	286045	308776	308148	258947
Q66K64			19581.5	19696.5	18893.2	24259.9	24201.9	22591.8	26978.7	23293.6	26638.7	26710.3	26584.7	24262.5
Q5TGZ0			73026	67354.4	82413.5	55156.4	62731.7	66830.2	66593	55189.6	51850.3	59250.8	62627.5	63196.3
Q03828			2131.2	1352.88	1217.56	2146.3	1925.15	2081.37	1243.21	1248.84	1121.52	2342.26	1181.94	1180.13
Q9BQ61			13126.6	14390.4	13249.6	22605.3	22261.3	23637.1	31692.3	29438.2	31362.9	26929.4	25120.5	28689.7
Q8IXK2			94563.6	101357	96083.5	57110.4	63454.3	60870.3	59565.5	49424.7	62739	63016.1	62827.7	65748.7
Q8IWY9			2098.34		2258.15	1910.73	2514.25	2958.59	2313.74	2328.22	2464.59	1967.77	2441.77	2318.81
O15540			16317.6	16817.9	15849.4	11941.4	12794.1	16235.5	10744.8	13236.1	12538.9	10291.5	9402.1	8449.99
P08048			13617.2	9394.22	9639.03	8804.55	8837.13	8384.66	8022.88	6671.02	6728.06	6621.59	6639.6	6397.54
Q9NPH3			66198.8	47486.5	49170.4	34654.4	31074	35922	37424.6	39686.2	36511.1	36266.7	37809.8	36028.4
Q9Y6Y0			126857	118383	106118	99581.8	91173.8	94623.1	94013.6	88897.4	87789.1	87286.3	86528.2	93140.1
O15066			91771.3	103674	95022.4	98915.9	115974	98776.6	120489	102310	110225	119715	113630	125515
Q9Y471			62667.8	65496.7	77605.4	50571.3	51624.6	46409.4	43504.9	43951.2	46443.6	37869	38817.7	36552.5
Q96M93			8198.36	10447.8	11627.9	11187.2	10788.4	10709.9	13400.6	12180.6	12279.7	13393.8	13503.9	11800
P20592			2263.79	1654.65	2494.94	2379.09	1724.15	3158.97	1613.28	2503.63	1874.62	2103.52	2397.06	1510.08
Q6P474			199836	201095	197743	197451	197251	208146	175336	167909	171332	168988	161409	159257
Q9H0X9			66240.8	73965.9	75615.3	59977.6	56230.7	60853.5	60489.4	60932	63365.4	59362.8	62237.8	63977.1
Q9BZQ2			1408.44	2250.01	2471.91	2597.57	2431.85	2092.72	2556.56	2390.76	1544.08			
Q9UFV3			4190.68	3723.8	3743.67	3256.59	2528.53	3507.55	2370.87	2443.3	3288.15	3206.47	2340.76	2447.35
O95264			14023.7	14067.8	15583.9	20663.3	16596.4	16923.2	15928	16458.8	14483.2	17075	18014.8	13640.6
P09172			5969.31	7289.19	7999.34	4337.35	3999.79	4641.56	3894.39	4383.65	4121.67	4135.77	3679.74	3415.47
Q99877			8217.17	8528.62	11705.6	14060.8	9509.16	9667.46	9442.2	7461.83	8071.05	8862.79	6070.66	7861.71
Q6AI39			21712.2	18471.4	18964.8	10942.6	12150.8	12534.7	12643.2	8781.92	12940.5	17751	13336.1	13767.3
Q8NEJ9			6420.03	6864.86	6754.26	5648.53	5846.36	5188.21	4025	5014.62	4907.4	5004.91	4466.48	4238.96
Q99440			7409.3	7975.02	6087.6	4137.5	5766.92	4823.58	5024.93	5280.68	5033.23	4819.91	5498.94	6588.54
Q6ZRT6			6010.59	5408.8	4995.41	3324.77	3872.88	3900.04	3462.62	3603.01	3137.2	2208.3	3988.02	3246.93
A0A0A0MT76			53267.9	64046.8	58103	100976	98977.2	101387	88332	87144.6	90925.5	79558.5	87795.2	62557.7
Q9HBU1			1480.1	1744.11	1781.57			1337.16	1543.87	2043.71	1605.69	1979.06	1463.65	2322.84
Q9Y5X4			7968.66	7397.53	7570.58	6851.65	6334.73	5887.49	7720.32	6766.92	6775.29	7400.6	6609.63	5637.3
Q8WV41			3811.62	3307.58	3018.62	3814.91	4584.32	4337.7	5483.46	5304.61	3259.13	4696.2	4760.45	5106.93
Q9NWW0			24667.7	29456.2	23748.2	41035	42087.5	43367.2	34413.8	36899.3	36029	40017	35037.2	35346.8
P08833			105651	104989	103132	138900	136396	132486	131633	132175	130781	120090	118646	122371
Q9UGM3			3049.12	3381.33	4010.76	2766.35	2431.65	3376.5	3042.58	3109.98	3995.62	3362.81	3626.71	3733.79
Q9BXI9			6146.06	10626.6	9439.03	13144.3	13543.2	14675.4	12454.5	13241.3	16031.8	16608.1	14458.7	13080.4
Q6NY19			474780	460557	413140	325901	327601	354848	291622	285529	292892	278795	265095	284475
Q5TEC6			2038.92	2860.25	3145.99	3540.05	2875.74	3920.15	2069.23	2511.03	1828.28	1402.22	2182.48	1714.31
Q53GA4			81748.7	70767.2	84888.2	40625.3	37842.2	40482.5	46424.9	53838.2	43230.2	41786.3	47678.9	59934.9
Q9Y253								1439.31			931.89	790.127		
Q8N5I9			211892	208687	207415	203936	199319	198219	190472	190576	184911	180479	178084	151727
Q68D10			57058.9	52630	50831.4	36326.9	33623.8	35259.6	25841.9	34762.1	37636.9	28357.8	31444.1	35611.3
A0A494BZU4					4462.18		4053.74		4982.97		5058.99			4730.97
P27469			4396.11	3419.23	3555.13	4411.21	4334.33	5310.4	2660.26	3138.75	4739.53	3302.35	2945.21	2096.65
A6NKF1			20866.8	19005	15015.6	14298.8	18703	14871.4	16623.7	17029	14947.4	18873.9	16926.1	18905.1
A0A1B0GU33			919.619	1914.6	1461.1	1238.61	1643.73	1959.04	1307.2	1909.51	1730.86	1768.17	1847.04	1807.07
Q16181			14781	14911.7	15010.2	11882.6	11552.2	11188.2	9743.26	10202.5	10466.5	10259.9	10259.5	11801.2
O14683			4004.6	4349.76	3591.4	3637.35	4871.04	5319.78	5066.08	5497.82	5316.93	3804.24	4063.49	4474.23
Q96H40			4641.09	4118.74	4829.69	3001.82	5243.96	3821.97	3437.52	3187.56	2803.88	4083.52	4053.69	4218.86
Q15746			25485.8	26602.5	26125.9	16859.9	16172.5	18584	19359.3	15977.4	17809.1	12957.4	14810.8	14169.4
A0A1B0GW35			21365.6	24546.2	23946.2	23606.6	23252.2	22943.2	26793.5	24009.8	24242.5	23930.8	23347.7	25220.3
P33993			43337.2	52873.2	52821.7	41547.5	39664.8	40383.9	39299.5	42586.2	43177	47083.4	42805.1	44192.5
Q8N4S7			9248.41	15575.8	12311.7	8358.76	11919.8	9607.67	8605.18	9023.74	9851.43	9530.44	8539.23	9430.48
P04083			12833.4	11929	11633.8	6722.68	6352.71	8181.96	7625.87	7292.15	6832.64	7669.78	7294.25	7255.11
Q16787			11340.9	11864.2	12451.5	13656.3	12148.1	12261.7	10419.9	13669	12225.7	11835.3	13891.3	12867.9
Q9Y5F3			14386.4	14093.4	14124.5	9870.23	8537.47	8876.38	7440.4	7888.56	8292.49	8236.27	8146.61	8505
Q9NYT6			15228	14073.7	16225.6	16532.7	18186.8	14624.9	16750.5	16130.3	15398.5	15636.6	16328.5	15332.2
Q8N9Q2			9435.94	9635.31	8615.14	9594.27	10233.1	10197.7	8834.63	9101.85	7931.61	8749.51	9994.82	7849.22
A6NDY0			7945.48	8973.99	8398.56	5429.83	6630	8874.07	6780.14	5344.62	5974.54	6421.21	6773.78	5767.05
P21741			5683.79	12038.4	12590	8461.8	10423	9900.57	13031.3	11189.7	12981.4	9653.97	11448.9	12053.4
Q13148			16559.4	20556.8	20291	22091.9	21066.8	20293.9	22286.3	22329.1	22758.9	23606.4	21970.3	25433.2
Q03933			10621	14314.5	14396.7	13498.2	11646.7	10863.2	14976.9	14622.8	16562	16322.8	15048.8	14237.3
O14610			48054.4	53321.6	54928.2	49502.2	50573.2	52247.2	61332.5	61531.6	77708.9	65218.8	69636.6	80698.5
Q9H322			31035	27388.4	28395.2	29777.7	29792	29968.3	25880.8	27155.3	27695.4	28684.3	28843.1	28570.2
Q96RL1			10696.7	10973.5	9415.9	7128.1	7939.24	7245.47	8141.48	6740.28	6957.89	6710.95	8788.81	7613.37
Q16553			17097.3	16971.2	16691.1	12432.9	12654.4	13459.3	13246.7	12664.4	12299.2	12390.3	12556.9	12235.7
Q8TAL6			16070.5	11732.2	11790.9	13204.6	11905.6	12643.5	10751.1	11223	9430.19	10363.6	10674.9	9287.44
Q86YN6			14354.3	13882	14667.6	17267.7	17918.6	16929.6	17998.5	17806.7	18324.3	15996.8	16130.3	15580.3
Q9NVL8			4964.08	5324.44	5325.49	5329.33	4433.45	4290.15	4522.02	4912.68	4956.62	3815.78	4171.65	4343.62
O94768			16221.6	13660.1	10291	27041.8	23764.2	26231.4	12425.6	12713.3	11503.8	10670.3	11979.3	8979.48
Q96KW2			142222	148517	149531	146896	149246	146605	158477	156156	158576	168558	148836	159760
Q6IA86			3476.36	3771.27	3343.61	3205.23	3183.3	3030.63	3456.17	2646.1	2574.98	2679.54	2798.02	2719.13
P35790			4638.24	4396.39	4360.12	4577.63	4977.88	4562.87	4983.41	5216.21	5177.23	4671.63	5109.73	4891.02
Q8N127			8256.52	8592.29	8244.5	5429.23	6021.19	6898.06	7384.16	7783.89	6866.49	8599.53	7719.86	8066.13
O60307			3293.34	3401.67	2875.93	2574.16	1903.96	2102.97	1958.38	2247	1756.06	1872.64	2546.69	2649.02
P0DPF4			4775.95	3489.47	3080.59	2704.96	2239.48	2636.94	2333.23	2465.06	2674.2	2417.94	2379.37	2663.71
Q6PP77			3169.71	4183.07	3917.63	3333.92	4076.42	3735.17	2614.34	3697.12	3019.88	2643.4	2696.69	2361.28
B2RUY7				4117.25	3701.49	4673.06	4469.85		5177.43	7256.24	5229.71		4867.69	4614.69
Q14943			5343.35	5339.08	5044.07	4802.21	5263.16	4409.96	4090.39	4633.89	5010.94	5387.79	5125.92	4832.79
Q3LI67			31773.8	30194.7	30418.9	20060.3	19398.7	20724.7	20652.4	19574.4	21362.8	20140.1	18572.1	20005.1
Q9H3U1			102217	124255	122286	122774	128606	125739	116948	113033	130817	111018	121053	111459
A6NJZ3			3764.33	3764.44	4865.28	3272.35	2763.1	3777.49	3226.24	3060.03	3538.12	2858.34	3381.09	3117.22
Q7RTV0			9488.45	9026.18	8727.74	9299.68	8734.48	10502.8	8218.18	9109.7	7618.76	8042.57	7608.96	8353.39
P43365			2535.78	3136.14	2288.69	2019.27	1343.48	1242.01	1823.07	1429.37	1678.37	1275.53	1983.18	1978.79
Q8NI32			49593.6	48072.2	45112.5	43624.2	42831.9	44257	43524.1	41406.7	41961.2	42228.4	43013.2	36506.8
P0DH78			4394.37	5803.97	4657.23	3603.2	4817.47	4402.02	4793.98	3647.98	3898.68	3615.22	4437.75	5006.04
Q9NQG7			61312.2	64770.5	67691.5	56911.7	65571.5	60532.7	56173.2	56142.4	57045.5	55310.1	57352.2	55139.3
Q14093			5035.11	7742.94	9488.62	7748.63	7931.94	7602.79	6246.04	6383.18	6343.33	5780.85	5738.03	6380.97
Q8N8Z3			30100.7	35303.4	33031	32046.8	32491.3	31264.7	29078.5	30982	28344.6	28737	30056.5	28148.6
Q6IPM2			61717.8	52927.5	58301.4	58320.5	58388.1	60190.9	52700.6	50004.7	49895.9	45428.5	48110	38421.6
A0A1B0GX68			5742.16	4336.98	3816.79	3626.16	4168.2	3727.53	2336.99	3348.57	3904.8	3469.35	3897.53	3997.91
A6NI56			26721.6	25895.4	20536.2	21912.4	21785.5	24009.7	16360.9	12314.9	13108.1	13326.8	13920.5	15145.2
Q9NQP4			3088.56	3995.33	4026.35	2632.98	2951.75	2315.01	2931.58	2025.07	2251.82	4226.55	2820.76	2918.61
Q8N4X5			4649.81	4837.07	4592.46	4043.92	4148.03		2918.48	5057.27	4193.45	3433.89	3994.82	4797.12
Q86TU7			97766.5	111513	111171	87122.1	83819.8	87541.2	64480.7	63225.3	65054.5	75079.9	67801.9	68729.4
Q8TEZ7			7799.44	7920.9	6885.44	6337.97	6687.97	7320.65	3199.2	3823.66	4598.78	3605.42	4086.48	2799.52
Q96T58						208.775	441.629	285.153			675.964		279.527	427.983
Q9H993			2854.49	2626.36	2993.16	1900.96	2607.23	2305.31	2344.08	1810.92	1774.67	2077.36	2638.83	2670.64
P50452			5197.18	6355.5	6080.27	5267.4	5994.16	5749.91	5616.05	5550.34	5882.53	5715.63	5052.11	5938.01
P23368			4117.36	2842.95	3610.95	2715.45	2078.17	2336.43	2295.17	2545.33	2455.52	2405.45	2408.84	3057.49
P40337				1177.04	932.51			961.526	657.618	425.29	493.891		977.182	423.784
P0C870			5348.38	5336.14	5397.33	2177.89	4318.39	2864.23	4571.9	4599.94	4141.35	4401.98	3415.3	4292
Q6PI25			5084.16	5500.36	5074.09	5051.76	4542.33	5846.02	5012.04	5772.66	5083.68	5391.07	4563.8	6101.6
Q96S79			1667.48	1573.46	1515.05	2284.38	2694.38		1378.14	1891.4	1683.11	1661.18	1144.28	1498.29
P02763			7636.87	8924.46	8118.33	5290.53	6202.7	7672.4	6083.11	9265.24	6990.56	6269.28	8347.95	6307.3
Q6PJG6			334132	346503	373172	243269	242426	240599	237818	230351	237076	251283	239108	245512
P50440			29836.4	24301.2	19236.9	15924.6	21314.9	21303.2	22892.4	23148.2	20559	24951.8	24424.9	21075.7
Q6ZMU5			50187.5	53627.2	50837.2	37873.1	39610.5	43462.8	44374.1	44799.4	45166.4	48035.8	45113	48588.5
Q9BYG4			10561	9405.1	10885.3	13741.5	12184	13047	12503.1	10985.1	13939.2	10943.2	12133.6	10956.7
Q14296			16593.4	13732.8	14157	9195.52	6558.26	8288.11	8011.86	8596.35	8519.78	8541.43	6827.49	9409.62
Q8WYA1			9935.17	9696.7	9779.2	8189.26	8782.28	12107.2	10404	11668.1	11698.3	9764.23	11207.3	10108.6
A0A087WW87			66873.7	70895.5	69541.4	52129.1	48061.7	53336.1	54488.8	53422.8	50525.2	53911	48960.4	55178.7
O75663			5759.75	1477.02	1858.63		2658.06	2940.01	1957.78	3142.05	2543.35	2541.37	2824.59	3448.98
Q9H1A7			4365.68	4467.34	4196.26	4559.13	4703.12	4242.16	4491.43	4380.52	4903.65	4593.92	4615.46	5592.57
Q9NP56			10829.2	9960.77	9248.42	10121.2	11174.3	10413.1	8130.79	8555.81	7771.62	7643.5	8645.31	9117.03
Q5TBC7			9542.45	9885.94	9988.11	8082.59	7619.59	10030	7845.01	7927.8	7497.75	7490.53	7234.03	7085.17
Q9P2S2			4427.79	4744.29	4353.25	4889.11	4881.46	4565.52	4576.99	4355.14	3813.83	3648.52	4120.62	4372.22
Q9BTV7			8453.9	7453.65	7403.72	8187.94	7858.13	7897.81	8318.68	8450.14	9703.31	8707.6	8925.23	10031.2
O95214			1317.74	731.661	1392.99		1160.67	1302.04	683.167	670.639		918.891	1034.79	930.248
P61966			6286.53	7053.13	8420.93	6403.56	7424.67	7698.86	7825.35	6377.99	7174.34	7082.51	8378.87	6185.74
Q9H6Y2			10788.1	9394.79	8275.93	10015	11075	11586.9	9893.81	9575.94	10033.2	9591.98	8969.41	8668.55
P0C7M6			31331.9	32521.4	32027.6	33822.9	28900.8	27645	34267.7	33734.1	30980	30971.2	28001.8	31149.9
Q6WKZ4			19699	19251.7	19225.2	18711.8	20467	17588	17394.7	17239.9	17776.4	17039.4	16221.9	14504.6
P10074			9196.7	9002.6	9860.43	5112.17	6504.02	5282.73	7669.13	8351.6	7228.57	7558.62	7213.26	7789.3
P07954			1521.92	2056.03	2342.92	2005.18	2298.86	2216.6	2765.99	2579.21	2523.11	1653.8	2597.91	2608.05
Q96T51			29115.5	30652.7	33544.7	19826.5	21671.2	23438.5	22715	21003.5	22368.1	21408	22377.1	22335.2
O95715			29341.2	30739.8	25857.4	22705.6	22613.1	21943.5	22106.5	22784.2	24893.8	21771.3	24017.5	27427.6
Q9P2E9			82203.5	68842.7	69518.5	84017.5	86986.6	92282.4	82679.3	76947.1	65236.6	64399.1	73013.4	60991.6
Q9Y6M1			3491.61	3254.18	3391.09	2205.79	2972.31	2519.74	2353.63	2766.07	2279.82	2005.34	2218.32	2027.7
Q86UU0			12912.9	12372	12167.2	18737.5	16394.1	17461	17299.3	17265.3	14314	16733.8	16622.5	18272.2
P07992			3885.33	6082.6	5212.63	5448.2	5053.55	5267.73	6466.67	6327.31	6546.13	5383.69	5755.32	7154.2
P20718			115083	114922	117799	91514.4	92035.3	87050.5	69966.2	70523.1	65992.9	67107.9	64233.9	70960.8
Q8NH02			32951.4	22764.5	26959.7	20046.4	17165.6	22230.9	21946.2	22500.9	18076.8	22043.2	24567.6	21899.9
P0C7V4			10643.7	7769.13	7679.69	6343.33	6620.44	7141.94	6998.91	5352.78	4477.99	6247.5	5772.04	4209.67
Q8TBZ6			12242.5	11974.1	12041.8	10927.7	12141.6	12702.9	15087.1	15743.2	15190.9	16682.6	16150.8	14900.1
Q6MZP7			19083.5	20995.4	23640.8	10831.4	15311.4	12721.8	15412.7	14027.3	15332.1	15038.7	14351.2	14800.2
P0CW19			7704.21	7298.65	7440.72	5960.81	5704.17	5771.31	4104.34	5303.02	5522.7	4773.83	4426.06	3681.71
Q07021			8743.6	6037.01	6937.95	9249.22	8357.14	10467.5	6185.64	6059.94	5292.51	4494.87	4423.96	4709.35
Q14161			7251.52	2728.86	5842.17	7949.05	6527.11	4665.33	6508.91	6871.5	3237	4246.39	3296.48	4251.96
P08253			5200.83	4568.69	4588.4	3528.87	3964.83	2886.75	3651.18	3796.06	3945.72	3685.64	3982.17	4650.86
Q8NGT1			43187.3	43616	39275.6	30987.1	30712.8	32999	29683.8	27470.3	27477.3	27861.1	26957.3	27236.9
Q6P3V2			25001.4	28057	26762.8	23268.8	25753.4	25025.3	24612.9	24906.7	25038.9	25721.2	24424.4	23904.7
Q9BQR3			8006.68	8889.6	9464.48	7499.51	8734.02	8822.46	7562.5	6052.39	7182.92	7762.09	7196.2	5612.54
Q9Y6D6			9004.97	9955.91	7733.89	10054.4	8694.57	10996.3	10757.7	7939.3	8922.76	10139.1	10331.7	10581.8
Q149N8			9135.03	7663.71	8342.64	4960.38	5382.97	5910.78	6591.52	5313.92	4280.67	4341.98	5010.75	3471.33
Q9Y256			7456.66	7144.16	7148.87	5599.01	8020.59	7724.5	5484.31	5655.6	6530.48	4505.15	5618.56	4583.4
Q9NRL2			4815.48	5444.48	5117.63	4465.77	3275.39	2738.9	3935.02	4278.03	3927.88	3239.82	3559.72	2541.56
Q9NZJ4			22748.3	22816.1	21666.1	21544.3	21240.3	23640.2	19616.4	19619	20223.7	19420.4	18265.5	18872.4
P31785			57816.9	62431.5	60104.9	71919.5	73431.6	70002.8	62385.5	69715	64169.7	64380.7	67122.1	67977.7
Q9BYD6			1561.45	1923.48	1374.28	2463.59	2350.67	2560.14	2042.67	2240.22	2461.31	1951.22	2358.08	2593.38
P55344			7358.72	9149.25	8212.8	7612.44	8403.38	5739.47	8328.66	8236.23	8826.74	6771.56	8557.34	7193.49
Q8N7C3			5216.36	5212.94	5166.43	6628.13	5166.05	4658.97	4737.91	4702.89	5139.15	4087.12	4307.25	4815.38
O95696			7032.71	7923.52	5743	4792.83	4738.51	6709.15	6029.51	5084.5	6709.62	6021.47	6397.23	5992.05
Q9NRX6			8851.24	9576.2	9386.59	8935.16	7722.69	10370.4	12295.7	10483.9	8104.6	11687.9	10831.2	11074.3
Q53GL7			6091.94	5543.62	6157.97	5708.88	5437.81	5407.57	5233.96	6311.96	5416.31	5850.48	5501.29	6099.08
A8MYV0			3993.91	2611.11			3229.22			2761.11				
Q8N139			7152.79	7384.83	6495.23	9532.8	9267.18	8991.45	10346.7	9011.91	8934.55	9307.26	8434.94	10729
Q9Y458			10865.8	7753.26	10781.1	14427	12921.7	12844.5	10613.8	10419	9855.32	7457.55	7612.95	9776.5
P25311			164217	161774	157630	141501	139650	144377	135827	137340	136604	133461	132933	140034
O00587					613.356			235.75	338.482	213.933	252.452	294.751	382.835	354.944
Q3ZM63			19121.3	16886.5	16165.9	27131.2	20001.6	21215	14781.3	14776.7	14453.9	14579.6	12219.6	15085.4
Q8N653			106453	106124	106665	71187.6	74183.5	68900.2	66968.4	64735	71860.5	68574.6	67492.9	71676.4
P40967			4409.88	2805.81	2523.69	3992.99	3315.38	3375.24	3582.34	4311.89	6082.72	4209.22	4183.64	3637.81
A0A1B0GUW6									526.332	562.708	982.576		641.115	
O95201			29767.9	32215.8	33043.5	36344.3	34365.8	35482.2	33554.1	37819.7	33510.6	32595.5	32637.4	26786.4
Q96ED9			800795	784535	803631	626920	601616	654429	542134	543306	525763	542684	535681	545984
Q02750			8645.62	8643.58	7787.06	6767.15	7185.36	7875.42	7935.13	7056.06	5745.19	8018.62	7395.69	7195.96
Q8IZU8			43751.1	44219.8	45016.9	46216.6	44210.1	45923.3	44425.6	42099.7	43382.7	39943.6	39149.3	42945.4
A6NMB9			41351.7	40989.6	36699.6	37396.8	37538.5	37687.5	32921.4	33573.1	31091.1	31588.3	30297.7	30745.9
Q9H1B4			80891.4	77404.5	82146.4	58777	60531.7	57650.7	50460.3	53995.8	54449.7	52039.9	52833.4	50647.4
O75792				709.419	526.918	741.186		590.016	336.759	645.728			627.75	602.216
Q9BZI7			6566.03	1276.85	2988.17	8500.68	6365.23	5046.45	5307.24		5093.21	1776.42	3423.3	
Q6ZSB3				9361.83	10543.4		9470.6	16563.4	13417.8	7785.2	7133.08		6315.16	6490.87
Q96FJ2			12776.3	13721.5	14480.5	10097.4	9417.98	9549.05	8415.77	9987.68	10526.7	10117.6	9290.19	9567.29
P13804			19849.3	22747.4	24054.3	26274.7	26644.5	26340.2	30041.5	27668.8	28273.1	29911.6	32342.5	31765
P86478			112010	114777	121106	77615.8	70834.4	81205.8	67190.8	68613.9	71830.2	75154.3	71703.1	74480.4
P43631			52087.6	53543.1	52246.5	53010	51098.9	54787.8	47029.9	48505.7	44763.1	48031.5	46689	45768.1
P0DMW2			5600.14	5688.91	5222.89	3964.51	3747	3280.51	3334.95	3658.24	4144.8	3257.46	5104.6	4097.84
Q12852			6668.47	5768.42	4964.87	6398.55	3755.43	3733.88	6125.74	6020.9	4428.27	4007.52	4611.76	5252.01
P0C7X2			7700.78	3567.74	6476.53	6007.75	7512.01	6949.71	4737.73	6037.7	5778.13	6042.32	6383.6	4116.98
